Id,SalePrice
1461,120983.07671118609
1462,158022.0695754261
1463,192512.81768130857
1464,201130.57145814144
1465,197383.92996177365
1466,171760.72681526
1467,186696.79563715972
1468,166402.1313799485
1469,197390.0666148099
1470,121456.40766709694
1471,193803.6345974019
1472,97237.34913520885
1473,98208.88247430696
1474,151810.61279111306
1475,117804.73339387676
1476,378678.5816719029
1477,257687.70059779633
1478,290252.7502514899
1479,269343.3065383121
1480,471426.5842460431
1481,341375.5311438982
1482,213808.1371635545
1483,182113.42057188277
1484,161397.27959539925
1485,182162.0165454336
1486,198257.92442181887
1487,327023.4991680175
1488,240463.82108056013
1489,201702.8512093438
1490,237577.58485319078
1491,195133.49129561943
1492,99317.29248085748
1493,186815.72905754036
1494,292621.7335348215
1495,296907.9865959728
1496,227191.31708220232
1497,194486.98899867843
1498,161753.17871763057
1499,162884.98938203516
1500,156479.93419801
1501,171513.29996585997
1502,141276.93056021354
1503,299719.92269698
1504,249568.5413001228
1505,227135.86646036725
1506,188465.1141700282
1507,268997.3788201024
1508,206811.09261155326
1509,165689.38777274505
1510,147538.76254341617
1511,147050.9436756102
1512,178609.5875825677
1513,153120.2350577348
1514,161733.7588475729
1515,212165.11486136913
1516,150954.96781856977
1517,180368.6424796948
1518,128063.39124757309
1519,210341.4171053558
1520,132704.97018112597
1521,136378.97261047902
1522,173576.87220681907
1523,119380.45903180564
1524,126313.08700412851
1525,125597.74045973724
1526,120217.46645134652
1527,112154.0210853742
1528,139676.01913386243
1529,153179.053184975
1530,197107.60785191
1531,105839.90132879865
1532,96814.74101176497
1533,150178.31337394225
1534,130307.71823157562
1535,159441.50537056485
1536,108604.43701390656
1537,75059.76885443831
1538,152970.25448606318
1539,182280.95544303
1540,99465.19405877417
1541,136062.2829547027
1542,147534.41358800925
1543,202680.95289477645
1544,94294.98658662867
1545,114907.71298667477
1546,133639.6658277111
1547,132210.32432794495
1548,137058.9348726097
1549,114071.0137396258
1550,133220.16489800275
1551,105526.9811383972
1552,134364.38692327758
1553,140979.18495124628
1554,114941.13044364788
1555,163962.13682293563
1556,81661.05852886593
1557,124948.71969514707
1558,107372.9174587846
1559,88574.78530000456
1560,134259.96332118963
1561,126150.2507489825
1562,131791.83859755777
1563,119352.81209358193
1564,169292.28685210276
1565,146088.29579059256
1566,263539.8782772227
1567,84822.06421392415
1568,238767.53205384358
1569,125232.0095096295
1570,135430.79441589105
1571,113844.33123998802
1572,150166.4306957064
1573,264777.9747015909
1574,115763.10955282641
1575,230503.53522683986
1576,250664.9637932723
1577,175213.2885747628
1578,139876.33786946404
1579,149074.19547151966
1580,198113.85043329542
1581,163597.79115139833
1582,132299.98369758084
1583,299093.82307729434
1584,226269.3657642243
1585,139061.55591510443
1586,75449.12927696625
1587,102370.98859523842
1588,157767.20530836098
1589,107088.66399341535
1590,137893.96554372885
1591,96836.21861150014
1592,127316.27504585739
1593,133061.71894264672
1594,157089.46223445606
1595,119483.23264988796
1596,244661.7697083995
1597,207295.8099281325
1598,233636.97173567786
1599,182290.61233807192
1600,164992.07081536198
1601,75355.92677952368
1602,113347.34298237858
1603,75574.61249799938
1604,254847.14659652626
1605,246253.34406643527
1606,168791.73058155453
1607,165565.15263998293
1608,207537.53163785706
1609,187252.5221521071
1610,154032.6473258591
1611,140723.86502431115
1612,166126.34941835038
1613,166353.95156777205
1614,123451.56945674244
1615,88953.71484863455
1616,77752.38276474806
1617,91856.39615601161
1618,127198.4236403619
1619,145257.9865536824
1620,170342.32377966956
1621,136061.71471192612
1622,137656.7401789325
1623,257585.00774286958
1624,210639.85502446862
1625,116458.43332335376
1626,170732.68030647273
1627,194837.82691940852
1628,306800.355925133
1629,176871.19629150635
1630,353335.2565918309
1631,231131.19686861156
1632,251300.81755672747
1633,168284.9967531736
1634,189610.80628792933
1635,171527.6598805012
1636,153210.66803307988
1637,206697.07788506566
1638,193132.50886716635
1639,190169.2207857238
1640,272802.2513221272
1641,179360.9825608585
1642,237817.26645877134
1643,232229.6779582818
1644,241085.7137991271
1645,225163.71885889204
1646,159120.40500034505
1647,159775.96336580656
1648,130701.10299997292
1649,137205.0054658307
1650,120880.81556021141
1651,133558.94251305406
1652,99710.14128792402
1653,103383.06423908271
1654,145450.07181021804
1655,138860.29151188428
1656,143785.739990374
1657,146987.26738157982
1658,144303.9771144534
1659,123100.13407712331
1660,153923.83786205665
1661,481865.15753468894
1662,457087.9589116089
1663,363410.6357488141
1664,514657.01858071674
1665,297875.19377416774
1666,333921.7976646038
1667,384544.2627251116
1668,326008.2456270274
1669,301523.29163640685
1670,340024.6063519493
1671,262837.29576422315
1672,431220.04164917814
1673,307775.42287630565
1674,246969.95657928538
1675,199981.60979386227
1676,196678.3728016064
1677,224462.80404096228
1678,454269.1131855876
1679,362365.4896571617
1680,329417.13137953845
1681,246716.60911813736
1682,310429.89244726324
1683,187194.18863969774
1684,175115.39826917968
1685,172746.4756914283
1686,169864.08310228388
1687,166936.22260283795
1688,191849.34691147198
1689,195696.05750076016
1690,194708.78452737283
1691,179621.05382622674
1692,264769.95038916223
1693,163452.12464435655
1694,183963.26405974463
1695,165472.57848363777
1696,287847.71389437333
1697,173313.4184415356
1698,378128.5391986779
1699,280944.46836645115
1700,247178.06799886742
1701,271822.6184987079
1702,248688.2883895785
1703,247867.10402041057
1704,284099.16536918347
1705,227866.21151067695
1706,449745.76324020396
1707,214240.40766616422
1708,202281.06528512205
1709,283036.1689026684
1710,217460.37384163862
1711,268191.632203204
1712,265688.5598369038
1713,270904.2019860493
1714,227556.12108726305
1715,208926.63781793145
1716,184511.81394727982
1717,171689.0416887201
1718,144278.59570851803
1719,212477.73612246892
1720,246047.90653019317
1721,153214.64429671003
1722,126056.55884525662
1723,149636.43875798848
1724,208962.51686749913
1725,239303.76539268112
1726,181507.29134935912
1727,153894.99756096408
1728,158084.65587110614
1729,169067.02664653183
1730,167726.0365096457
1731,124702.51836259034
1732,123644.81537913867
1733,115935.38889582777
1734,119969.34780219657
1735,117695.03057928791
1736,113042.21262466883
1737,319547.60117593175
1738,248924.49353249415
1739,292931.6188648759
1740,222197.57989584567
1741,196482.8551077389
1742,172118.42840414593
1743,179237.7047117934
1744,312747.5031222744
1745,223390.70336788587
1746,200784.37848513635
1747,223549.7437036935
1748,242655.8839518067
1749,146118.64014662788
1750,132306.13629267403
1751,260522.3189851819
1752,117727.29692169128
1753,151325.49614539134
1754,200568.1435945697
1755,167050.5725502397
1756,132799.921138045
1757,121162.39043212419
1758,147076.49375147073
1759,159747.74880900464
1760,165011.36677084572
1761,152695.8969804051
1762,185017.548302711
1763,180742.85068301807
1764,114537.99177301217
1765,173735.59787001263
1766,194813.91589181474
1767,246474.5682294819
1768,143489.06704131453
1769,171139.31599742555
1770,151638.18945872306
1771,131190.94527598834
1772,133925.83179025035
1773,125052.162925026
1774,140012.548699206
1775,138747.6875323882
1776,131556.0285316135
1777,112660.09875012291
1778,143495.63189304256
1779,109990.36998177269
1780,173308.56625968363
1781,129536.49226884254
1782,91103.9231420796
1783,143699.434417601
1784,107118.56604114421
1785,123136.68885838625
1786,116537.63815400237
1787,157446.99893138788
1788,70663.37914488371
1789,109566.23877734152
1790,80105.73461920947
1791,190644.3098608837
1792,162195.62611914938
1793,128623.71816786402
1794,161339.33951311762
1795,134167.4904614382
1796,128333.29486043236
1797,114896.08166961813
1798,130785.75333910537
1799,112939.42185868998
1800,132397.72363749493
1801,128251.46389243132
1802,123656.34463067801
1803,152466.49903927217
1804,146515.9372924872
1805,140095.68481249284
1806,129560.97088673194
1807,140758.30409577666
1808,127916.04319374419
1809,120321.9043501996
1810,139935.4060212097
1811,93196.22726855162
1812,104957.38062894683
1813,128293.56928081972
1814,98842.65493374241
1815,68122.75571989127
1816,103755.77022409288
1817,106368.6120783294
1818,139950.07782520057
1819,122066.41538332228
1820,54524.97551753198
1821,104054.40346371997
1822,145443.92209808782
1823,45049.781783053935
1824,138466.19709056013
1825,134646.34312076247
1826,104536.07375551063
1827,107499.40722470073
1828,134273.33559692648
1829,133870.29350958066
1830,143739.02813195833
1831,153365.6045175901
1832,96763.4717018104
1833,135104.92677829223
1834,114514.64563514681
1835,122719.55264906515
1836,138135.4508564431
1837,88640.75657379614
1838,122287.6459708688
1839,108302.0353125586
1840,152922.31260169265
1841,137993.71772013023
1842,90321.18614870362
1843,128655.34380146566
1844,137326.3259253825
1845,136014.20852955058
1846,152102.21703702016
1847,159447.4951415766
1848,65187.92886209232
1849,108781.90194562194
1850,122566.92789025995
1851,151098.7354558918
1852,125870.60753384631
1853,125069.10452703644
1854,164767.22083866657
1855,151591.25901639817
1856,223148.3374767696
1857,133743.24251426544
1858,142814.5530750041
1859,118122.02346609365
1860,140983.27901141497
1861,117567.43876634867
1862,333807.4357123804
1863,309202.91856965795
1864,309323.88967065973
1865,334380.4815240081
1866,323274.4247541146
1867,224599.90910091452
1868,282575.62089793716
1869,200456.48251600465
1870,224110.79287621053
1871,239643.07191919812
1872,172094.64052747726
1873,247383.81266570505
1874,162333.78716025592
1875,212149.08888047872
1876,203344.29092753356
1877,213782.25034642537
1878,200746.87250933418
1879,134767.342982183
1880,143996.27918574473
1881,239594.47059123084
1882,260065.74980723264
1883,190757.5740002232
1884,208898.41057490263
1885,246184.54152583607
1886,278451.6695669674
1887,213532.87945875715
1888,276256.2446612008
1889,165897.08280719173
1890,120070.17123809856
1891,142064.4116920352
1892,101285.10748100038
1893,133956.0010754895
1894,127808.68539330494
1895,132367.82095994917
1896,125922.10120253838
1897,119201.64084783822
1898,115496.3878539181
1899,164866.1059713396
1900,147737.72801908044
1901,174677.514509319
1902,162519.28711634743
1903,220296.00152413058
1904,156368.46628395797
1905,204554.77504015263
1906,153332.7036539725
1907,206146.59503932003
1908,117632.23178032259
1909,134966.52087406974
1910,125418.0142360699
1911,244018.12113120145
1912,354653.1599217081
1913,140702.72686510708
1914,64912.99529373717
1915,288321.50249948225
1916,76525.77846676952
1917,252885.57237087731
1918,139128.53476630856
1919,178659.67365241091
1920,158336.59224431185
1921,377646.79111118795
1922,309182.3065035106
1923,236147.7737701547
1924,212219.5339481992
1925,200113.56736567686
1926,363220.49584955594
1927,133740.82446586905
1928,155530.66973375945
1929,126443.10513100916
1930,126916.82140026458
1931,142340.14692744348
1932,136643.4907087993
1933,176622.41211455426
1934,187344.73845503575
1935,167533.21696514738
1936,197286.93730587818
1937,185821.164930873
1938,174408.77091996893
1939,240849.96451669696
1940,195094.79175549542
1941,179476.5939093112
1942,186075.04364127383
1943,218325.2036632646
1944,358561.1263882049
1945,390240.0930950398
1946,166169.31044189847
1947,329938.1872960346
1948,164946.13149445734
1949,225376.7805720321
1950,191134.65343117254
1951,244833.30382438147
1952,202723.16130756075
1953,164284.98793008307
1954,193431.0807922176
1955,135288.74083508522
1956,335756.76842265885
1957,159680.13349448514
1958,307522.54681486386
1959,147620.20137400425
1960,119044.72150372436
1961,122344.44291971327
1962,99045.44348577224
1963,106491.59798038236
1964,109382.67112911912
1965,144937.69909803238
1966,142145.25337851886
1967,288051.27242365567
1968,397109.9735078058
1969,380141.27336639626
1970,454858.5196521918
1971,528255.5984269568
1972,395223.02615449147
1973,272737.2255903371
1974,327541.3839140832
1975,520455.4861129794
1976,275343.04533766326
1977,380748.0808743435
1978,370359.35847117734
1979,336885.12121499353
1980,205821.59696171863
1981,348583.3298664397
1982,225483.43757437242
1983,207156.32287652124
1984,174673.03197874286
1985,232087.48431693733
1986,211836.96863776085
1987,189186.51226491376
1988,174168.06058380587
1989,194803.53427229327
1990,212278.5131425113
1991,242976.84613949858
1992,218218.49263946735
1993,166839.06718174793
1994,255188.80501567444
1995,188210.0671396831
1996,248448.9945423547
1997,314440.36569401715
1998,304565.8030340453
1999,262537.4444602753
2000,328044.7577884933
2001,262245.49077762925
2002,248471.58640286984
2003,263382.4227725382
2004,293288.2718637551
2005,222627.4450678511
2006,227053.91070202386
2007,256134.2937556246
2008,225811.23340459794
2009,191314.7258649433
2010,196381.90546896443
2011,137317.48286654375
2012,173093.9360046946
2013,170859.62812945084
2014,178241.5817355595
2015,199023.5521981876
2016,187051.52893426316
2017,185831.88400309463
2018,107613.3798571181
2019,134803.86158157702
2020,103403.26950900974
2021,102490.23301420115
2022,189414.19285062765
2023,147194.57685906295
2024,278315.28166450997
2025,388584.4120141634
2026,179589.4046491084
2027,158034.09898913826
2028,163972.84288316572
2029,176002.56642305123
2030,276609.29490228934
2031,249162.02723058892
2032,255535.6408738993
2033,267066.47428638936
2034,174563.41729786815
2035,233530.64524275254
2036,213712.8341614292
2037,218496.00150479365
2038,358572.8671845225
2039,237570.0489043628
2040,302967.73142914136
2041,286369.7669653063
2042,217372.04582024715
2043,181594.12535029015
2044,177195.29679217676
2045,201185.67108260273
2046,145588.41341056253
2047,144672.81958189252
2048,140420.62094453725
2049,145635.81242220884
2050,179343.01429251896
2051,104271.10515732267
2052,124264.8656983785
2053,150256.83941226572
2054,92697.4912303652
2055,157601.6381513432
2056,144323.50266618468
2057,108200.61611861266
2058,220664.4646154751
2059,132822.52751061672
2060,175330.58294228566
2061,177213.6734617598
2062,131281.51132717181
2063,118047.9131482407
2064,137624.5764869484
2065,125579.13035061948
2066,158049.61518926427
2067,88835.30663699393
2068,149836.396323647
2069,99864.92874472031
2070,117943.36461128091
2071,101298.90110102527
2072,138464.4514278726
2073,136150.45188315693
2074,185187.164980648
2075,155664.33816936973
2076,119265.60705698641
2077,155811.58359928755
2078,132446.6985205533
2079,125227.55396193723
2080,122810.69421396316
2081,130761.86268469512
2082,128704.7617585312
2083,149242.10975987095
2084,113841.17635277814
2085,118479.52997798442
2086,122311.60620824022
2087,129456.33205183051
2088,97626.87334588794
2089,82342.06365646303
2090,124432.55256424552
2091,104467.27391259815
2092,127897.96639006185
2093,120433.53998107812
2094,119061.8692278262
2095,136225.15105579523
2096,92750.38552141447
2097,100645.94192962318
2098,153435.59301523928
2099,63601.93603782646
2100,78947.13989616519
2101,118351.41228623762
2102,119444.75622727927
2103,101305.19200281148
2104,136172.318238509
2105,126369.96431467417
2106,79924.93111306785
2107,203988.81955900075
2108,123470.3706674353
2109,121218.29656907817
2110,136772.56511289362
2111,136121.1888740852
2112,141871.97377584525
2113,123128.51999032858
2114,118915.71058264101
2115,161724.472876938
2116,118391.25283223817
2117,145273.73984497148
2118,112216.82597773316
2119,115640.94979240051
2120,110514.32220247564
2121,91969.01835120496
2122,107196.450414698
2123,93519.46441131065
2124,164090.40164348768
2125,126707.379741023
2126,149529.63463188853
2127,160976.49026037383
2128,123689.07463124949
2129,107290.50356899136
2130,137827.0385115645
2131,129740.4088284532
2132,117650.04456776353
2133,130060.07651015601
2134,122434.66556507463
2135,103422.91549575207
2136,65863.97721134682
2137,113662.48360699316
2138,131737.76755228755
2139,155492.99522302707
2140,146402.35948069353
2141,156972.36665873948
2142,127113.2540485091
2143,145482.87434297818
2144,126987.6289948441
2145,140312.2745689069
2146,169789.92692725532
2147,130082.92951004948
2148,137926.95085114118
2149,148509.72164202432
2150,235628.27290989045
2151,119200.20396872243
2152,190982.34554017312
2153,179723.47732850423
2154,115661.91357321
2155,141715.763199108
2156,283970.4823787127
2157,221503.86500191948
2158,235852.56120669804
2159,211557.32878102225
2160,184385.2802368648
2161,234441.74660825022
2162,410492.6829516655
2163,343322.56586152076
2164,246959.33151022808
2165,195652.33344984506
2166,167367.81458952767
2167,223210.91178551785
2168,200868.2441855699
2169,192058.23394630372
2170,221292.7351537894
2171,158870.4364105032
2172,137996.75192723473
2173,167977.51627363966
2174,236309.5280281915
2175,318519.4624319101
2176,302592.4051425141
2177,248985.5830000957
2178,218184.65847467983
2179,139560.34218908363
2180,218107.2819161042
2181,190822.65408310338
2182,221304.51137140716
2183,187067.47319117925
2184,122365.47563558286
2185,127686.18122515739
2186,151443.14584977058
2187,152751.90439701648
2188,154726.77229752517
2189,217157.53811446548
2190,86509.59477782507
2191,84157.5329014728
2192,92212.60480968395
2193,105599.82387848497
2194,107344.0997564696
2195,109964.82017081765
2196,103862.20255038913
2197,117402.76969635872
2198,153634.97132634933
2199,179002.419179706
2200,147821.92210485178
2201,148618.04410649493
2202,215438.41797412492
2203,130023.368037694
2204,182268.2862553712
2205,123269.64183700384
2206,145738.74044628165
2207,215009.87257787815
2208,286153.1182588804
2209,255086.2150743017
2210,121261.83949468177
2211,126880.99961863183
2212,127445.51162315527
2213,111906.65963182064
2214,128050.61890183836
2215,110219.11249238758
2216,159065.83594670903
2217,82882.74629169071
2218,71733.2473079051
2219,74295.39227300431
2220,65080.89968655316
2221,288321.50249948225
2222,257858.910434197
2223,250484.07979941278
2224,208172.45672285403
2225,119002.80345946425
2226,190037.30309214132
2227,193316.15959761827
2228,256178.80031504258
2229,260049.15832176263
2230,152726.19048473562
2231,212618.42096025174
2232,178118.8525071598
2233,175451.15340785912
2234,231273.04580766347
2235,209177.31386585187
2236,259020.5817660596
2237,295079.3071068985
2238,193628.6271170933
2239,121205.49842639247
2240,150362.53121280187
2241,151213.6170407891
2242,123344.11533202528
2243,127060.7134580919
2244,101294.22422892273
2245,97158.17226870981
2246,143847.59601744873
2247,109314.47220029551
2248,126655.04702587165
2249,122242.27421021057
2250,135061.93012198643
2251,128383.76374530134
2252,187957.2637733074
2253,154925.84845210018
2254,172859.60953770072
2255,193755.30662427848
2256,170221.13384976937
2257,220875.518740801
2258,160269.7799057458
2259,173116.45588464005
2260,162565.72823371112
2261,205746.71222933984
2262,230798.48752626777
2263,376646.53007784934
2264,546837.3472753051
2265,182722.11766637568
2266,312434.82618651947
2267,367401.0060334387
2268,431959.66397557943
2269,150528.6624166202
2270,191083.61273283907
2271,213878.67404504656
2272,195723.30227746686
2273,162898.48629945575
2274,180098.14026916947
2275,160668.29126201838
2276,184607.59771304944
2277,197394.9053429899
2278,155570.0765431452
2279,118422.30511603122
2280,128092.29434438398
2281,161754.78755811127
2282,188912.08533233477
2283,110872.61292414494
2284,111496.0034573072
2285,144365.78394439988
2286,127853.93312999448
2287,377132.8495471524
2288,274278.3529562683
2289,377957.784379151
2290,497364.57018679
2291,347437.8221208683
2292,431964.29684683745
2293,496328.2607159629
2294,425128.6400200671
2295,471481.3086380449
2296,306953.0122034617
2297,341194.0439054711
2298,319326.3909033096
2299,376822.98572994187
2300,349634.2838759515
2301,294852.20862716896
2302,252402.604136185
2303,243484.55402207357
2304,270575.0474874611
2305,203598.07915088854
2306,193707.30271824572
2307,202702.76216485194
2308,217105.69688522478
2309,281536.7575451953
2310,218767.86143658537
2311,205089.57174311997
2312,184574.13058180263
2313,172620.9294796092
2314,180849.59778726203
2315,183637.20711677708
2316,210982.21654218467
2317,194873.41313096235
2318,180611.97079601052
2319,184507.34878700765
2320,194942.88954888197
2321,245838.36933079571
2322,187118.5104576146
2323,195073.23473536878
2324,173378.48351330648
2325,216782.48125036363
2326,172614.31175051178
2327,207509.73241678395
2328,224014.9436861971
2329,197521.4580494761
2330,187780.56578310623
2331,356400.876554735
2332,445769.01763585844
